,,,,,,,,,,,,,,,,,,,,,,
cal,Motor rate,Cable type,Starter type,L Cable,L size,unit,L type,G Cable,G size,unit2,G type,in,size,type,,,,,,,,
45|XLPE MC|DOL,45,XLPE MC,DOL,1x3C,35,Sq.mm.,CV-FD,/G-1x1C,25,Sq.mm.,IEC01,in,"2""",IMC,,,,,,,,
45|PVC SC|YD,45,PVC SC,YD,6x1C,50,Sq.mm.,IEC01,/G-1x1C,25,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
45|PVC MC|YD,45,PVC MC,YD,2x3C,50,Sq.mm.,NYY,/G-1x1C,25,Sq.mm.,IEC01,in,"3 1/2""",IMC,,,,,,,,
45|XLPE SC|YD,45,XLPE SC,YD,6x1C,25,Sq.mm.,CV-FD,/G-1x1C,16,Sq.mm.,IEC01,in,"2""",IMC,,,,,,,,
45|XLPE MC|YD,45,XLPE MC,YD,2x3C,35,Sq.mm.,CV-FD,/G-1x1C,25,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
55|PVC SC|DOL,55,PVC SC,DOL,3x1C,70,Sq.mm.,IEC01,/G-1x1C,35,Sq.mm.,IEC01,in,"2""",IMC,,,,,,,,
55|PVC MC|DOL,55,PVC MC,DOL,1x3C,70,Sq.mm.,NYY,/G-1x1C,35,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
55|XLPE SC|DOL,55,XLPE SC,DOL,3x1C,35,Sq.mm.,CV-FD,/G-1x1C,25,Sq.mm.,IEC01,in,"1 1/2""",IMC,,,,,,,,
55|XLPE MC|DOL,55,XLPE MC,DOL,1x3C,50,Sq.mm.,CV-FD,/G-1x1C,25,Sq.mm.,IEC01,in,"2""",IMC,,,,,,,,
55|PVC SC|YD,55,PVC SC,YD,6x1C,70,Sq.mm.,IEC01,/G-1x1C,35,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
55|PVC MC|YD,55,PVC MC,YD,2x3C,70,Sq.mm.,NYY,/G-1x1C,35,Sq.mm.,IEC01,in,"4""",IMC,,,,,,,,
55|XLPE SC|YD,55,XLPE SC,YD,6x1C,35,Sq.mm.,CV-FD,/G-1x1C,25,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
55|XLPE MC|YD,55,XLPE MC,YD,2x3C,50,Sq.mm.,CV-FD,/G-1x1C,25,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
75|PVC SC|DOL,75,PVC SC,DOL,3x1C,95,Sq.mm.,IEC01,/G-1x1C,50,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
75|PVC MC|DOL,75,PVC MC,DOL,1x3C,120,Sq.mm.,NYY,/G-1x1C,70,Sq.mm.,IEC01,in,"3 1/2""",IMC,,,,,,,,
75|XLPE SC|DOL,75,XLPE SC,DOL,3x1C,70,Sq.mm.,CV-FD,/G-1x1C,35,Sq.mm.,IEC01,in,"2""",IMC,,,,,,,,
75|XLPE MC|DOL,75,XLPE MC,DOL,1x3C,70,Sq.mm.,CV-FD,/G-1x1C,35,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
75|PVC SC|YD,75,PVC SC,YD,6x1C,95,Sq.mm.,IEC01,/G-1x1C,50,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
75|PVC MC|YD,75,PVC MC,YD,2x3C,120,Sq.mm.,NYY,/G-1x1C,70,Sq.mm.,IEC01,in,"5""",IMC,,,,,,,,
75|XLPE SC|YD,75,XLPE SC,YD,6x1C,70,Sq.mm.,CV-FD,/G-1x1C,35,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
75|XLPE MC|YD,75,XLPE MC,YD,2x3C,70,Sq.mm.,CV-FD,/G-1x1C,35,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
90|PVC SC|DOL,90,PVC SC,DOL,3x1C,120,Sq.mm.,IEC01,/G-1x1C,70,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
90|PVC MC|DOL,90,PVC MC,DOL,1x3C,185,Sq.mm.,NYY,/G-1x1C,95,Sq.mm.,IEC01,in,"5""",RSC,,,,,,,,
90|XLPE SC|DOL,90,XLPE SC,DOL,3x1C,70,Sq.mm.,CV-FD,/G-1x1C,35,Sq.mm.,IEC01,in,"2""",IMC,,,,,,,,
90|XLPE MC|DOL,90,XLPE MC,DOL,1x3C,95,Sq.mm.,CV-FD,/G-1x1C,50,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
90|PVC SC|YD,90,PVC SC,YD,6x1C,120,Sq.mm.,IEC01,/G-1x1C,70,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
90|PVC MC|YD,90,PVC MC,YD,2x3C,185,Sq.mm.,NYY,/G-1x1C,95,Sq.mm.,IEC01,in,300x150,WW,,,,,,,,
90|XLPE SC|YD,90,XLPE SC,YD,6x1C,70,Sq.mm.,CV-FD,/G-1x1C,35,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
90|XLPE MC|YD,90,XLPE MC,YD,2x3C,95,Sq.mm.,CV-FD,/G-1x1C,50,Sq.mm.,IEC01,in,"3 1/2""",IMC,,,,,,,,
110|PVC SC|DOL,110,PVC SC,DOL,3x1C,185,Sq.mm.,IEC01,/G-1x1C,95,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
110|PVC MC|DOL,110,PVC MC,DOL,1x3C,240,Sq.mm.,NYY,/G-1x1C,120,Sq.mm.,IEC01,in,"5""",RSC,,,,,,,,
110|XLPE SC|DOL,110,XLPE SC,DOL,3x1C,95,Sq.mm.,CV-FD,/G-1x1C,50,Sq.mm.,IEC01,in,"2 1/2""",IMC,,,,,,,,
110|XLPE MC|DOL,110,XLPE MC,DOL,1x3C,120,Sq.mm.,CV-FD,/G-1x1C,70,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
110|PVC SC|YD,110,PVC SC,YD,6x1C,185,Sq.mm.,IEC01,/G-1x1C,95,Sq.mm.,IEC01,in,"4""",IMC,,,,,,,,
110|PVC MC|YD,110,PVC MC,YD,2x3C,240,Sq.mm.,NYY,/G-1x1C,120,Sq.mm.,IEC01,in,300x150,WW,,,,,,,,
110|XLPE SC|YD,110,XLPE SC,YD,6x1C,95,Sq.mm.,CV-FD,/G-1x1C,50,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
110|XLPE MC|YD,110,XLPE MC,YD,2x3C,120,Sq.mm.,CV-FD,/G-1x1C,70,Sq.mm.,IEC01,in,"4""",IMC,,,,,,,,
132|PVC SC|DOL,132,PVC SC,DOL,3x1C,240,Sq.mm.,IEC01,/G-1x1C,120,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
132|PVC MC|DOL,132,PVC MC,DOL,1x3C,300,Sq.mm.,NYY,/G-1x1C,150,Sq.mm.,IEC01,in,"5""",RSC,,,,,,,,
132|XLPE SC|DOL,132,XLPE SC,DOL,3x1C,150,Sq.mm.,CV-FD,/G-1x1C,95,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
132|XLPE MC|DOL,132,XLPE MC,DOL,1x3C,185,Sq.mm.,CV-FD,/G-1x1C,95,Sq.mm.,IEC01,in,"3 1/2""",IMC,,,,,,,,
132|PVC SC|YD,132,PVC SC,YD,6x1C,240,Sq.mm.,IEC01,/G-1x1C,120,Sq.mm.,IEC01,in,"5""",RSC,,,,,,,,
132|PVC MC|YD,132,PVC MC,YD,2x3C,300,Sq.mm.,NYY,/G-1x1C,150,Sq.mm.,IEC01,in,300x150,WW,,,,,,,,
132|XLPE SC|YD,132,XLPE SC,YD,6x1C,150,Sq.mm.,CV-FD,/G-1x1C,95,Sq.mm.,IEC01,in,"3 1/2""",IMC,,,,,,,,
132|XLPE MC|YD,132,XLPE MC,YD,2x3C,185,Sq.mm.,CV-FD,/G-1x1C,95,Sq.mm.,IEC01,in,"5""",RSC,,,,,,,,
160|PVC SC|DOL,160,PVC SC,DOL,3x1C,185,Sq.mm.,NYY,/G-1x1C,95,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
160|PVC MC|DOL,160,PVC MC,DOL,1x3C,240,Sq.mm.,NYY,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
160|XLPE SC|DOL,160,XLPE SC,DOL,3x1C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
160|XLPE MC|DOL,160,XLPE MC,DOL,1x3C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,"4""",IMC,,,,,,,,
160|PVC SC|YD,160,PVC SC,YD,6x1C,185,Sq.mm.,NYY,/G-1x1C,95,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
160|PVC MC|YD,160,PVC MC,YD,2x3C,240,Sq.mm.,NYY,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
160|XLPE SC|YD,160,XLPE SC,YD,6x1C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,"5""",RSC,,,,,,,,
160|XLPE MC|YD,160,XLPE MC,YD,2x3C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,WW,,,,,,,,
180|PVC SC|DOL,180,PVC SC,DOL,3x1C,240,Sq.mm.,NYY,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
180|PVC MC|DOL,180,PVC MC,DOL,1x3C,300,Sq.mm.,NYY,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
180|XLPE SC|DOL,180,XLPE SC,DOL,3x1C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,"3""",IMC,,,,,,,,
180|XLPE MC|DOL,180,XLPE MC,DOL,1x3C,300,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,"4""",IMC,,,,,,,,
180|PVC SC|YD,180,PVC SC,YD,6x1C,240,Sq.mm.,NYY,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
180|PVC MC|YD,180,PVC MC,YD,2x3C,300,Sq.mm.,NYY,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
180|XLPE SC|YD,180,XLPE SC,YD,6x1C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,WW,,,,,,,,
180|XLPE MC|YD,180,XLPE MC,YD,2x3C,300,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,WW,,,,,,,,
200|PVC SC|DOL,200,PVC SC,DOL,3x1C,240,Sq.mm.,NYY,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
200|PVC MC|DOL,200,PVC MC,DOL,2x3C,150,Sq.mm.,NYY,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
200|XLPE SC|DOL,200,XLPE SC,DOL,3x1C,185,Sq.mm.,CV-FD,/G-1x1C,95,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
200|XLPE MC|DOL,200,XLPE MC,DOL,2x3C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
200|PVC SC|YD,200,PVC SC,YD,6x1C,240,Sq.mm.,NYY,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
200|PVC MC|YD,200,PVC MC,YD,4x3C,150,Sq.mm.,NYY,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
200|XLPE SC|YD,200,XLPE SC,YD,6x1C,185,Sq.mm.,CV-FD,/G-1x1C,95,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
200|XLPE MC|YD,200,XLPE MC,YD,2x3C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
250|PVC SC|DOL,250,PVC SC,DOL,6x1C,150,Sq.mm.,NYY,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
250|PVC MC|DOL,250,PVC MC,DOL,2x3C,185,Sq.mm.,NYY,/G-1x1C,185,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
250|XLPE SC|DOL,250,XLPE SC,DOL,3x1C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
250|XLPE MC|DOL,250,XLPE MC,DOL,1x3C,300,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
250|PVC SC|YD,250,PVC SC,YD,12x1C,150,Sq.mm.,NYY,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
250|PVC MC|YD,250,PVC MC,YD,4x3C,185,Sq.mm.,NYY,/G-1x1C,185,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
250|XLPE SC|YD,250,XLPE SC,YD,6x1C,240,Sq.mm.,CV-FD,/G-1x1C,120,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
250|XLPE MC|YD,250,XLPE MC,YD,2x3C,300,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
290|PVC SC|DOL,290,PVC SC,DOL,6x1C,185,Sq.mm.,NYY,/G-1x1C,185,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
290|PVC MC|DOL,290,PVC MC,DOL,2x3C,240,Sq.mm.,NYY,/G-1x1C,240,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
290|XLPE SC|DOL,290,XLPE SC,DOL,3x1C,300,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
290|XLPE MC|DOL,290,XLPE MC,DOL,2x3C,150,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
290|PVC SC|YD,290,PVC SC,YD,12x1C,185,Sq.mm.,NYY,/G-1x1C,185,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
290|PVC MC|YD,290,PVC MC,YD,4x3C,240,Sq.mm.,NYY,/G-1x1C,240,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
290|XLPE SC|YD,290,XLPE SC,YD,6x1C,300,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
290|XLPE MC|YD,290,XLPE MC,YD,4x3C,150,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
315|PVC SC|DOL,315,PVC SC,DOL,6x1C,185,Sq.mm.,NYY,/G-1x1C,185,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
315|PVC MC|DOL,315,PVC MC,DOL,2x3C,240,Sq.mm.,NYY,/G-1x1C,240,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
315|XLPE SC|DOL,315,XLPE SC,DOL,6x1C,150,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
315|XLPE MC|DOL,315,XLPE MC,DOL,2x3C,185,Sq.mm.,CV-FD,/G-1x1C,185,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
315|PVC SC|YD,315,PVC SC,YD,12x1C,185,Sq.mm.,NYY,/G-1x1C,185,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
315|PVC MC|YD,315,PVC MC,YD,6x3C,240,Sq.mm.,NYY,/G-1x1C,240,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
315|XLPE SC|YD,315,XLPE SC,YD,12x1C,150,Sq.mm.,CV-FD,/G-1x1C,150,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
315|XLPE MC|YD,315,XLPE MC,YD,6x3C,185,Sq.mm.,CV-FD,/G-1x1C,185,Sq.mm.,IEC01,in,300x100,Cable ladder,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
